    Time,sec      Abs(UY,mm)      Abs(UZ,mm)   Phase(UY,deg)   Phase(UZ,deg)       Freqz(Hz)=189.16       Freqy(Hz)=189.16
    0.019800        0.008042        0.008042      103.608487           13.61       40.90        1.57
    0.019850        0.008040        0.008040      103.944588           13.94       40.89        1.57
    0.019900        0.008039        0.008039      104.280926           14.28       40.89        1.57
    0.019950        0.008038        0.008038      104.617500           14.62       40.88        1.57
    0.020000        0.008036        0.008036      104.954309           14.95       40.87        1.57
    0.020050        0.008035        0.008035      105.291352           15.29       40.86        1.57
    0.020100        0.008033        0.008033      105.628626           15.63       40.85        1.57
    0.020150        0.008032        0.008032      105.966130           15.97       40.85        1.57
    0.020200        0.008031        0.008031      106.303863           16.30       40.84        1.57
    0.020250        0.008029        0.008029      106.641824           16.64       40.83        1.57
    0.020300        0.008028        0.008028      106.980012           16.98       40.82        1.57
    0.020350        0.008026        0.008026      107.318424           17.32       40.82        1.57
    0.020400        0.008025        0.008025      107.657059           17.66       40.81        1.57
    0.020450        0.008024        0.008024      107.995917           18.00       40.80        1.57
    0.020500        0.008022        0.008022      108.334995           18.33       40.79        1.57
    0.020550        0.008021        0.008021      108.674293           18.67       40.78        1.57
    0.020600        0.008019        0.008019      109.013808           19.01       40.78        1.57
    0.020650        0.008018        0.008018      109.353540           19.35       40.77        1.57
    0.020700        0.008016        0.008016      109.693487           19.69       40.76        1.57
    0.020750        0.008015        0.008015      110.033648           20.03       40.75        1.57
    0.020800        0.008013        0.008013      110.374021           20.37       40.74        1.57
    0.020850        0.008012        0.008012      110.714605           20.71       40.73        1.57
    0.020900        0.008011        0.008011      111.055399           21.06       40.73        1.57
    0.020950        0.008009        0.008009      111.396401           21.40       40.72        1.57
    0.021000        0.008008        0.008008      111.737610           21.74       40.71        1.57
    0.021050        0.008006        0.008006      112.079024           22.08       40.70        1.57
    0.021100        0.008005        0.008005      112.420642           22.42       40.69        1.57
    0.021150        0.008003        0.008003      112.762464           22.76       40.69        1.57
    0.021200        0.008002        0.008002      113.104486           23.10       40.68        1.57
    0.021250        0.008000        0.008000      113.446709           23.45       40.67        1.57
    0.021300        0.007999        0.007999      113.789130           23.79       40.66        1.57
    0.021350        0.007997        0.007997      114.131749           24.13       40.65        1.57
    0.021400        0.007996        0.007996      114.474564           24.47       40.64        1.57
    0.021450        0.007994        0.007994      114.817573           24.82       40.64        1.57
    0.021500        0.007993        0.007993      115.160775           25.16       40.63        1.57
    0.021550        0.007991        0.007991      115.504170           25.50       40.62        1.57
    0.021600        0.007990        0.007990      115.847755           25.85       40.61        1.57
    0.021650        0.007988        0.007988      116.191529           26.19       40.60        1.57
    0.021700        0.007987        0.007987      116.535491           26.54       40.59        1.57
    0.021750        0.007986        0.007986      116.879640           26.88       40.59        1.57
    0.021800        0.007984        0.007984      117.223974           27.22       40.58        1.57
    0.021850        0.007983        0.007983      117.568492           27.57       40.57        1.57
    0.021900        0.007981        0.007981      117.913192           27.91       40.56        1.57
    0.021950        0.007980        0.007980      118.258074           28.26       40.55        1.57
    0.022000        0.007978        0.007978      118.603135           28.60       40.54        1.57
    0.022050        0.007977        0.007977      118.948376           28.95       40.54        1.57
    0.022100        0.007975        0.007975      119.293793           29.29       40.53        1.57
    0.022150        0.007974        0.007974      119.639387           29.64       40.52        1.57
    0.022200        0.007972        0.007972      119.985155           29.99       40.51        1.57
