    Time,sec      Abs(UY,mm)      Abs(UZ,mm)   Phase(UY,deg)   Phase(UZ,deg)       Freqz(Hz)=189.16       Freqy(Hz)=189.16
    0.200100        0.007759        0.007759      -39.653648         -129.65       39.31        1.56
    0.200150        0.007759        0.007759      -39.293648         -129.29       39.31        1.56
    0.200200        0.007759        0.007759      -38.933648         -128.93       39.31        1.56
    0.200250        0.007759        0.007759      -38.573648         -128.57       39.31        1.56
    0.200300        0.007759        0.007759      -38.213648         -128.21       39.31        1.56
    0.200350        0.007759        0.007759      -37.853648         -127.85       39.31        1.56
    0.200400        0.007759        0.007759      -37.493648         -127.49       39.31        1.56
    0.200450        0.007759        0.007759      -37.133648         -127.13       39.31        1.56
    0.200500        0.007759        0.007759      -36.773648         -126.77       39.31        1.56
    0.200550        0.007759        0.007759      -36.413648         -126.41       39.31        1.56
    0.200600        0.007759        0.007759      -36.053648         -126.05       39.31        1.56
    0.200650        0.007759        0.007759      -35.693648         -125.69       39.31        1.56
    0.200700        0.007759        0.007759      -35.333648         -125.33       39.31        1.56
    0.200750        0.007759        0.007759      -34.973648         -124.97       39.31        1.56
    0.200800        0.007759        0.007759      -34.613648         -124.61       39.31        1.56
    0.200850        0.007759        0.007759      -34.253648         -124.25       39.31        1.56
    0.200900        0.007759        0.007759      -33.893648         -123.89       39.31        1.56
    0.200950        0.007759        0.007759      -33.533648         -123.53       39.31        1.56
    0.201000        0.007759        0.007759      -33.173648         -123.17       39.31        1.56
    0.201050        0.007759        0.007759      -32.813648         -122.81       39.31        1.56
    0.201100        0.007759        0.007759      -32.453648         -122.45       39.31        1.56
    0.201150        0.007759        0.007759      -32.093648         -122.09       39.31        1.56
    0.201200        0.007759        0.007759      -31.733648         -121.73       39.31        1.56
    0.201250        0.007759        0.007759      -31.373648         -121.37       39.31        1.56
    0.201300        0.007759        0.007759      -31.013648         -121.01       39.31        1.56
    0.201350        0.007759        0.007759      -30.653648         -120.65       39.31        1.56
    0.201400        0.007759        0.007759      -30.293648         -120.29       39.31        1.56
    0.201450        0.007759        0.007759      -29.933648         -119.93       39.31        1.56
    0.201500        0.007759        0.007759      -29.573648         -119.57       39.31        1.56
    0.201550        0.007759        0.007759      -29.213648         -119.21       39.31        1.56
    0.201600        0.007759        0.007759      -28.853648         -118.85       39.31        1.56
    0.201650        0.007759        0.007759      -28.493648         -118.49       39.31        1.56
    0.201700        0.007759        0.007759      -28.133648         -118.13       39.31        1.56
    0.201750        0.007759        0.007759      -27.773648         -117.77       39.31        1.56
    0.201800        0.007759        0.007759      -27.413648         -117.41       39.31        1.56
    0.201850        0.007759        0.007759      -27.053648         -117.05       39.31        1.56
    0.201900        0.007759        0.007759      -26.693648         -116.69       39.31        1.56
    0.201950        0.007759        0.007759      -26.333648         -116.33       39.31        1.56
    0.202000        0.007759        0.007759      -25.973648         -115.97       39.31        1.56
    0.202050        0.007759        0.007759      -25.613648         -115.61       39.31        1.56
    0.202100        0.007759        0.007759      -25.253648         -115.25       39.31        1.56
    0.202150        0.007759        0.007759      -24.893648         -114.89       39.31        1.56
    0.202200        0.007759        0.007759      -24.533648         -114.53       39.31        1.56
    0.202250        0.007759        0.007759      -24.173648         -114.17       39.31        1.56
    0.202300        0.007759        0.007759      -23.813648         -113.81       39.31        1.56
    0.202350        0.007759        0.007759      -23.453648         -113.45       39.31        1.56
    0.202400        0.007759        0.007759      -23.093648         -113.09       39.31        1.56
    0.202450        0.007759        0.007759      -22.733648         -112.73       39.31        1.56
    0.202500        0.007759        0.007759      -22.373648         -112.37       39.31        1.56
    0.202550        0.007759        0.007759      -22.013648         -112.01       39.31        1.56
    0.202600        0.007759        0.007759      -21.653648         -111.65       39.31        1.56
    0.202650        0.007759        0.007759      -21.293648         -111.29       39.31        1.56
    0.202700        0.007759        0.007759      -20.933648         -110.93       39.31        1.56
    0.202750        0.007759        0.007759      -20.573648         -110.57       39.31        1.56
    0.202800        0.007759        0.007759      -20.213648         -110.21       39.31        1.56
    0.202850        0.007759        0.007759      -19.853648         -109.85       39.31        1.56
    0.202900        0.007759        0.007759      -19.493648         -109.49       39.31        1.56
    0.202950        0.007759        0.007759      -19.133648         -109.13       39.31        1.56
    0.203000        0.007759        0.007759      -18.773648         -108.77       39.31        1.56
    0.203050        0.007759        0.007759      -18.413648         -108.41       39.31        1.56
    0.203100        0.007759        0.007759      -18.053648         -108.05       39.31        1.56
    0.203150        0.007759        0.007759      -17.693648         -107.69       39.31        1.56
    0.203200        0.007759        0.007759      -17.333648         -107.33       39.31        1.56
    0.203250        0.007759        0.007759      -16.973648         -106.97       39.31        1.56
    0.203300        0.007759        0.007759      -16.613648         -106.61       39.31        1.56
    0.203350        0.007759        0.007759      -16.253648         -106.25       39.31        1.56
    0.203400        0.007759        0.007759      -15.893648         -105.89       39.31        1.56
    0.203450        0.007759        0.007759      -15.533648         -105.53       39.31        1.56
    0.203500        0.007759        0.007759      -15.173648         -105.17       39.31        1.56
    0.203550        0.007759        0.007759      -14.813648         -104.81       39.31        1.56
    0.203600        0.007759        0.007759      -14.453648         -104.45       39.31        1.56
    0.203650        0.007759        0.007759      -14.093648         -104.09       39.31        1.56
    0.203700        0.007759        0.007759      -13.733648         -103.73       39.31        1.56
    0.203750        0.007759        0.007759      -13.373648         -103.37       39.31        1.56
    0.203800        0.007759        0.007759      -13.013648         -103.01       39.31        1.56
    0.203850        0.007759        0.007759      -12.653648         -102.65       39.31        1.56
    0.203900        0.007759        0.007759      -12.293648         -102.29       39.31        1.56
    0.203950        0.007759        0.007759      -11.933648         -101.93       39.31        1.56
    0.204000        0.007759        0.007759      -11.573648         -101.57       39.31        1.56
    0.204050        0.007759        0.007759      -11.213648         -101.21       39.31        1.56
    0.204100        0.007759        0.007759      -10.853648         -100.85       39.31        1.56
    0.204150        0.007759        0.007759      -10.493648         -100.49       39.31        1.56
    0.204200        0.007759        0.007759      -10.133648         -100.13       39.31        1.56
    0.204250        0.007759        0.007759       -9.773648          -99.77       39.31        1.56
    0.204300        0.007759        0.007759       -9.413648          -99.41       39.31        1.56
    0.204350        0.007759        0.007759       -9.053648          -99.05       39.31        1.56
    0.204400        0.007759        0.007759       -8.693648          -98.69       39.31        1.56
    0.204450        0.007759        0.007759       -8.333648          -98.33       39.31        1.56
    0.204500        0.007759        0.007759       -7.973648          -97.97       39.31        1.56
    0.204550        0.007759        0.007759       -7.613648          -97.61       39.31        1.56
    0.204600        0.007759        0.007759       -7.253648          -97.25       39.31        1.56
    0.204650        0.007759        0.007759       -6.893648          -96.89       39.31        1.56
    0.204700        0.007759        0.007759       -6.533648          -96.53       39.31        1.56
    0.204750        0.007759        0.007759       -6.173648          -96.17       39.31        1.56
    0.204800        0.007759        0.007759       -5.813648          -95.81       39.31        1.56
    0.204850        0.007759        0.007759       -5.453648          -95.45       39.31        1.56
    0.204900        0.007759        0.007759       -5.093648          -95.09       39.31        1.56
    0.204950        0.007759        0.007759       -4.733648          -94.73       39.31        1.56
    0.205000        0.007759        0.007759       -4.373648          -94.37       39.31        1.56
    0.205050        0.007759        0.007759       -4.013648          -94.01       39.31        1.56
    0.205100        0.007759        0.007759       -3.653648          -93.65       39.31        1.56
    0.205150        0.007759        0.007759       -3.293648          -93.29       39.31        1.56
    0.205200        0.007759        0.007759       -2.933648          -92.93       39.31        1.56
    0.205250        0.007759        0.007759       -2.573648          -92.57       39.31        1.56
    0.205300        0.007759        0.007759       -2.213648          -92.21       39.31        1.56
    0.205350        0.007759        0.007759       -1.853648          -91.85       39.31        1.56
    0.205400        0.007759        0.007759       -1.493648          -91.49       39.31        1.56
    0.205450        0.007759        0.007759       -1.133648          -91.13       39.31        1.56
    0.205500        0.007759        0.007759       -0.773648          -90.77       39.31        1.56
    0.205550        0.007759        0.007759       -0.413648          -90.41       39.31        1.56
    0.205600        0.007759        0.007759       -0.053648          -90.05       39.31        1.56
    0.205650        0.007759        0.007759        0.306352          -89.69       39.31        1.56
    0.205700        0.007759        0.007759        0.666352          -89.33       39.31        1.56
    0.205750        0.007759        0.007759        1.026352          -88.97       39.31        1.56
    0.205800        0.007759        0.007759        1.386352          -88.61       39.31        1.56
    0.205850        0.007759        0.007759        1.746352          -88.25       39.31        1.56
    0.205900        0.007759        0.007759        2.106352          -87.89       39.31        1.56
    0.205950        0.007759        0.007759        2.466352          -87.53       39.31        1.56
    0.206000        0.007759        0.007759        2.826352          -87.17       39.31        1.56
    0.206050        0.007759        0.007759        3.186352          -86.81       39.31        1.56
    0.206100        0.007759        0.007759        3.546352          -86.45       39.31        1.56
    0.206150        0.007759        0.007759        3.906352          -86.09       39.31        1.56
    0.206200        0.007759        0.007759        4.266352          -85.73       39.31        1.56
    0.206250        0.007759        0.007759        4.626352          -85.37       39.31        1.56
    0.206300        0.007759        0.007759        4.986352          -85.01       39.31        1.56
    0.206350        0.007759        0.007759        5.346352          -84.65       39.31        1.56
    0.206400        0.007759        0.007759        5.706352          -84.29       39.31        1.56
    0.206450        0.007759        0.007759        6.066352          -83.93       39.31        1.56
    0.206500        0.007759        0.007759        6.426352          -83.57       39.31        1.56
    0.206550        0.007759        0.007759        6.786352          -83.21       39.31        1.56
    0.206600        0.007759        0.007759        7.146352          -82.85       39.31        1.56
    0.206650        0.007759        0.007759        7.506352          -82.49       39.31        1.56
    0.206700        0.007759        0.007759        7.866352          -82.13       39.31        1.56
    0.206750        0.007759        0.007759        8.226352          -81.77       39.31        1.56
    0.206800        0.007759        0.007759        8.586352          -81.41       39.31        1.56
    0.206850        0.007759        0.007759        8.946352          -81.05       39.31        1.56
    0.206900        0.007759        0.007759        9.306352          -80.69       39.31        1.56
    0.206950        0.007759        0.007759        9.666352          -80.33       39.31        1.56
    0.207000        0.007759        0.007759       10.026352          -79.97       39.31        1.56
    0.207050        0.007759        0.007759       10.386352          -79.61       39.31        1.56
    0.207100        0.007759        0.007759       10.746352          -79.25       39.31        1.56
    0.207150        0.007759        0.007759       11.106352          -78.89       39.31        1.56
    0.207200        0.007759        0.007759       11.466352          -78.53       39.31        1.56
    0.207250        0.007759        0.007759       11.826352          -78.17       39.31        1.56
    0.207300        0.007759        0.007759       12.186352          -77.81       39.31        1.56
    0.207350        0.007759        0.007759       12.546352          -77.45       39.31        1.56
    0.207400        0.007759        0.007759       12.906352          -77.09       39.31        1.56
    0.207450        0.007759        0.007759       13.266352          -76.73       39.31        1.56
    0.207500        0.007759        0.007759       13.626352          -76.37       39.31        1.56
    0.207550        0.007759        0.007759       13.986352          -76.01       39.31        1.56
    0.207600        0.007759        0.007759       14.346352          -75.65       39.31        1.56
    0.207650        0.007759        0.007759       14.706352          -75.29       39.31        1.56
    0.207700        0.007759        0.007759       15.066352          -74.93       39.31        1.56
    0.207750        0.007759        0.007759       15.426352          -74.57       39.31        1.56
    0.207800        0.007759        0.007759       15.786352          -74.21       39.31        1.56
    0.207850        0.007759        0.007759       16.146352          -73.85       39.31        1.56
    0.207900        0.007759        0.007759       16.506352          -73.49       39.31        1.56
    0.207950        0.007759        0.007759       16.866352          -73.13       39.31        1.56
    0.208000        0.007759        0.007759       17.226352          -72.77       39.31        1.56
    0.208050        0.007759        0.007759       17.586352          -72.41       39.31        1.56
    0.208100        0.007759        0.007759       17.946352          -72.05       39.31        1.56
    0.208150        0.007759        0.007759       18.306352          -71.69       39.31        1.56
    0.208200        0.007759        0.007759       18.666352          -71.33       39.31        1.56
    0.208250        0.007759        0.007759       19.026352          -70.97       39.31        1.56
    0.208300        0.007759        0.007759       19.386352          -70.61       39.31        1.56
    0.208350        0.007759        0.007759       19.746352          -70.25       39.31        1.56
    0.208400        0.007759        0.007759       20.106352          -69.89       39.31        1.56
    0.208450        0.007759        0.007759       20.466352          -69.53       39.31        1.56
    0.208500        0.007759        0.007759       20.826352          -69.17       39.31        1.56
    0.208550        0.007759        0.007759       21.186352          -68.81       39.31        1.56
    0.208600        0.007759        0.007759       21.546352          -68.45       39.31        1.56
    0.208650        0.007759        0.007759       21.906352          -68.09       39.31        1.56
    0.208700        0.007759        0.007759       22.266352          -67.73       39.31        1.56
    0.208750        0.007759        0.007759       22.626352          -67.37       39.31        1.56
    0.208800        0.007759        0.007759       22.986352          -67.01       39.31        1.56
    0.208850        0.007759        0.007759       23.346352          -66.65       39.31        1.56
    0.208900        0.007759        0.007759       23.706352          -66.29       39.31        1.56
    0.208950        0.007759        0.007759       24.066352          -65.93       39.31        1.56
    0.209000        0.007759        0.007759       24.426352          -65.57       39.31        1.56
    0.209050        0.007759        0.007759       24.786352          -65.21       39.31        1.56
    0.209100        0.007759        0.007759       25.146352          -64.85       39.31        1.56
    0.209150        0.007759        0.007759       25.506352          -64.49       39.31        1.56
    0.209200        0.007759        0.007759       25.866352          -64.13       39.31        1.56
    0.209250        0.007759        0.007759       26.226352          -63.77       39.31        1.56
    0.209300        0.007759        0.007759       26.586352          -63.41       39.31        1.56
    0.209350        0.007759        0.007759       26.946352          -63.05       39.31        1.56
    0.209400        0.007759        0.007759       27.306352          -62.69       39.31        1.56
    0.209450        0.007759        0.007759       27.666352          -62.33       39.31        1.56
    0.209500        0.007759        0.007759       28.026352          -61.97       39.31        1.56
    0.209550        0.007759        0.007759       28.386352          -61.61       39.31        1.56
    0.209600        0.007759        0.007759       28.746352          -61.25       39.31        1.56
    0.209650        0.007759        0.007759       29.106352          -60.89       39.31        1.56
    0.209700        0.007759        0.007759       29.466352          -60.53       39.31        1.56
    0.209750        0.007759        0.007759       29.826352          -60.17       39.31        1.56
    0.209800        0.007759        0.007759       30.186352          -59.81       39.31        1.56
    0.209850        0.007759        0.007759       30.546352          -59.45       39.31        1.56
    0.209900        0.007759        0.007759       30.906352          -59.09       39.31        1.56
    0.209950        0.007759        0.007759       31.266352          -58.73       39.31        1.56
    0.210000        0.007759        0.007759       31.626352          -58.37       39.31        1.56
    0.210050        0.007759        0.007759       31.986352          -58.01       39.31        1.56
    0.210100        0.007759        0.007759       32.346352          -57.65       39.31        1.56
    0.210150        0.007759        0.007759       32.706352          -57.29       39.31        1.56
    0.210200        0.007759        0.007759       33.066352          -56.93       39.31        1.56
    0.210250        0.007759        0.007759       33.426352          -56.57       39.31        1.56
    0.210300        0.007759        0.007759       33.786352          -56.21       39.31        1.56
    0.210350        0.007759        0.007759       34.146352          -55.85       39.31        1.56
    0.210400        0.007759        0.007759       34.506352          -55.49       39.31        1.56
    0.210450        0.007759        0.007759       34.866352          -55.13       39.31        1.56
    0.210500        0.007759        0.007759       35.226352          -54.77       39.31        1.56
    0.210550        0.007759        0.007759       35.586352          -54.41       39.31        1.56
    0.210600        0.007759        0.007759       35.946352          -54.05       39.31        1.56
    0.210650        0.007759        0.007759       36.306352          -53.69       39.31        1.56
    0.210700        0.007759        0.007759       36.666352          -53.33       39.31        1.56
    0.210750        0.007759        0.007759       37.026352          -52.97       39.31        1.56
    0.210800        0.007759        0.007759       37.386352          -52.61       39.31        1.56
    0.210850        0.007759        0.007759       37.746352          -52.25       39.31        1.56
    0.210900        0.007759        0.007759       38.106352          -51.89       39.31        1.56
    0.210950        0.007759        0.007759       38.466352          -51.53       39.31        1.56
    0.211000        0.007759        0.007759       38.826352          -51.17       39.31        1.56
    0.211050        0.007759        0.007759       39.186352          -50.81       39.31        1.56
    0.211100        0.007759        0.007759       39.546352          -50.45       39.31        1.56
    0.211150        0.007759        0.007759       39.906352          -50.09       39.31        1.56
    0.211200        0.007759        0.007759       40.266352          -49.73       39.31        1.56
    0.211250        0.007759        0.007759       40.626352          -49.37       39.31        1.56
    0.211300        0.007759        0.007759       40.986352          -49.01       39.31        1.56
    0.211350        0.007759        0.007759       41.346352          -48.65       39.31        1.56
    0.211400        0.007759        0.007759       41.706352          -48.29       39.31        1.56
    0.211450        0.007759        0.007759       42.066352          -47.93       39.31        1.56
    0.211500        0.007759        0.007759       42.426352          -47.57       39.31        1.56
    0.211550        0.007759        0.007759       42.786352          -47.21       39.31        1.56
    0.211600        0.007759        0.007759       43.146352          -46.85       39.31        1.56
    0.211650        0.007759        0.007759       43.506352          -46.49       39.31        1.56
    0.211700        0.007759        0.007759       43.866352          -46.13       39.31        1.56
    0.211750        0.007759        0.007759       44.226352          -45.77       39.31        1.56
    0.211800        0.007759        0.007759       44.586352          -45.41       39.31        1.56
    0.211850        0.007759        0.007759       44.946352          -45.05       39.31        1.56
    0.211900        0.007759        0.007759       45.306352          -44.69       39.31        1.56
    0.211950        0.007759        0.007759       45.666352          -44.33       39.31        1.56
    0.212000        0.007759        0.007759       46.026352          -43.97       39.31        1.56
    0.212050        0.007759        0.007759       46.386352          -43.61       39.31        1.56
    0.212100        0.007759        0.007759       46.746352          -43.25       39.31        1.56
    0.212150        0.007759        0.007759       47.106352          -42.89       39.31        1.56
    0.212200        0.007759        0.007759       47.466352          -42.53       39.31        1.56
    0.212250        0.007759        0.007759       47.826352          -42.17       39.31        1.56
    0.212300        0.007759        0.007759       48.186352          -41.81       39.31        1.56
    0.212350        0.007759        0.007759       48.546352          -41.45       39.31        1.56
    0.212400        0.007759        0.007759       48.906352          -41.09       39.31        1.56
    0.212450        0.007759        0.007759       49.266352          -40.73       39.31        1.56
    0.212500        0.007759        0.007759       49.626352          -40.37       39.31        1.56
    0.212550        0.007759        0.007759       49.986352          -40.01       39.31        1.56
    0.212600        0.007759        0.007759       50.346352          -39.65       39.31        1.56
    0.212650        0.007759        0.007759       50.706352          -39.29       39.31        1.56
    0.212700        0.007759        0.007759       51.066352          -38.93       39.31        1.56
    0.212750        0.007759        0.007759       51.426352          -38.57       39.31        1.56
    0.212800        0.007759        0.007759       51.786352          -38.21       39.31        1.56
    0.212850        0.007759        0.007759       52.146352          -37.85       39.31        1.56
    0.212900        0.007759        0.007759       52.506352          -37.49       39.31        1.56
    0.212950        0.007759        0.007759       52.866352          -37.13       39.31        1.56
    0.213000        0.007759        0.007759       53.226352          -36.77       39.31        1.56
    0.213050        0.007759        0.007759       53.586352          -36.41       39.31        1.56
    0.213100        0.007759        0.007759       53.946352          -36.05       39.31        1.56
    0.213150        0.007759        0.007759       54.306352          -35.69       39.31        1.56
    0.213200        0.007759        0.007759       54.666352          -35.33       39.31        1.56
    0.213250        0.007759        0.007759       55.026352          -34.97       39.31        1.56
    0.213300        0.007759        0.007759       55.386352          -34.61       39.31        1.56
    0.213350        0.007759        0.007759       55.746352          -34.25       39.31        1.56
    0.213400        0.007759        0.007759       56.106352          -33.89       39.31        1.56
    0.213450        0.007759        0.007759       56.466352          -33.53       39.31        1.56
    0.213500        0.007759        0.007759       56.826352          -33.17       39.31        1.56
    0.213550        0.007759        0.007759       57.186352          -32.81       39.31        1.56
    0.213600        0.007759        0.007759       57.546352          -32.45       39.31        1.56
    0.213650        0.007759        0.007759       57.906352          -32.09       39.31        1.56
    0.213700        0.007759        0.007759       58.266352          -31.73       39.31        1.56
    0.213750        0.007759        0.007759       58.626352          -31.37       39.31        1.56
    0.213800        0.007759        0.007759       58.986352          -31.01       39.31        1.56
    0.213850        0.007759        0.007759       59.346352          -30.65       39.31        1.56
    0.213900        0.007759        0.007759       59.706352          -30.29       39.31        1.56
    0.213950        0.007759        0.007759       60.066352          -29.93       39.31        1.56
    0.214000        0.007759        0.007759       60.426352          -29.57       39.31        1.56
    0.214050        0.007759        0.007759       60.786352          -29.21       39.31        1.56
    0.214100        0.007759        0.007759       61.146352          -28.85       39.31        1.56
    0.214150        0.007759        0.007759       61.506352          -28.49       39.31        1.56
    0.214200        0.007759        0.007759       61.866352          -28.13       39.31        1.56
    0.214250        0.007759        0.007759       62.226352          -27.77       39.31        1.56
    0.214300        0.007759        0.007759       62.586352          -27.41       39.31        1.56
    0.214350        0.007759        0.007759       62.946352          -27.05       39.31        1.56
    0.214400        0.007759        0.007759       63.306352          -26.69       39.31        1.56
    0.214450        0.007759        0.007759       63.666352          -26.33       39.31        1.56
    0.214500        0.007759        0.007759       64.026352          -25.97       39.31        1.56
    0.214550        0.007759        0.007759       64.386352          -25.61       39.31        1.56
    0.214600        0.007759        0.007759       64.746352          -25.25       39.31        1.56
    0.214650        0.007759        0.007759       65.106352          -24.89       39.31        1.56
    0.214700        0.007759        0.007759       65.466352          -24.53       39.31        1.56
    0.214750        0.007759        0.007759       65.826352          -24.17       39.31        1.56
    0.214800        0.007759        0.007759       66.186352          -23.81       39.31        1.56
    0.214850        0.007759        0.007759       66.546352          -23.45       39.31        1.56
    0.214900        0.007759        0.007759       66.906352          -23.09       39.31        1.56
    0.214950        0.007759        0.007759       67.266352          -22.73       39.31        1.56
    0.215000        0.007759        0.007759       67.626352          -22.37       39.31        1.56
    0.215050        0.007759        0.007759       67.986352          -22.01       39.31        1.56
    0.215100        0.007759        0.007759       68.346352          -21.65       39.31        1.56
    0.215150        0.007759        0.007759       68.706352          -21.29       39.31        1.56
    0.215200        0.007759        0.007759       69.066352          -20.93       39.31        1.56
    0.215250        0.007759        0.007759       69.426352          -20.57       39.31        1.56
    0.215300        0.007759        0.007759       69.786352          -20.21       39.31        1.56
    0.215350        0.007759        0.007759       70.146352          -19.85       39.31        1.56
    0.215400        0.007759        0.007759       70.506352          -19.49       39.31        1.56
    0.215450        0.007759        0.007759       70.866352          -19.13       39.31        1.56
    0.215500        0.007759        0.007759       71.226352          -18.77       39.31        1.56
    0.215550        0.007759        0.007759       71.586352          -18.41       39.31        1.56
    0.215600        0.007759        0.007759       71.946352          -18.05       39.31        1.56
    0.215650        0.007759        0.007759       72.306352          -17.69       39.31        1.56
    0.215700        0.007759        0.007759       72.666352          -17.33       39.31        1.56
    0.215750        0.007759        0.007759       73.026352          -16.97       39.31        1.56
    0.215800        0.007759        0.007759       73.386352          -16.61       39.31        1.56
    0.215850        0.007759        0.007759       73.746352          -16.25       39.31        1.56
    0.215900        0.007759        0.007759       74.106352          -15.89       39.31        1.56
    0.215950        0.007759        0.007759       74.466352          -15.53       39.31        1.56
    0.216000        0.007759        0.007759       74.826352          -15.17       39.31        1.56
    0.216050        0.007759        0.007759       75.186352          -14.81       39.31        1.56
    0.216100        0.007759        0.007759       75.546352          -14.45       39.31        1.56
    0.216150        0.007759        0.007759       75.906352          -14.09       39.31        1.56
    0.216200        0.007759        0.007759       76.266352          -13.73       39.31        1.56
    0.216250        0.007759        0.007759       76.626352          -13.37       39.31        1.56
    0.216300        0.007759        0.007759       76.986352          -13.01       39.31        1.56
    0.216350        0.007759        0.007759       77.346352          -12.65       39.31        1.56
    0.216400        0.007759        0.007759       77.706352          -12.29       39.31        1.56
    0.216450        0.007759        0.007759       78.066352          -11.93       39.31        1.56
    0.216500        0.007759        0.007759       78.426352          -11.57       39.31        1.56
    0.216550        0.007759        0.007759       78.786352          -11.21       39.31        1.56
    0.216600        0.007759        0.007759       79.146352          -10.85       39.31        1.56
    0.216650        0.007759        0.007759       79.506352          -10.49       39.31        1.56
    0.216700        0.007759        0.007759       79.866352          -10.13       39.31        1.56
    0.216750        0.007759        0.007759       80.226352           -9.77       39.31        1.56
    0.216800        0.007759        0.007759       80.586352           -9.41       39.31        1.56
    0.216850        0.007759        0.007759       80.946352           -9.05       39.31        1.56
    0.216900        0.007759        0.007759       81.306352           -8.69       39.31        1.56
    0.216950        0.007759        0.007759       81.666352           -8.33       39.31        1.56
    0.217000        0.007759        0.007759       82.026352           -7.97       39.31        1.56
    0.217050        0.007759        0.007759       82.386352           -7.61       39.31        1.56
    0.217100        0.007759        0.007759       82.746352           -7.25       39.31        1.56
    0.217150        0.007759        0.007759       83.106352           -6.89       39.31        1.56
    0.217200        0.007759        0.007759       83.466352           -6.53       39.31        1.56
    0.217250        0.007759        0.007759       83.826352           -6.17       39.31        1.56
    0.217300        0.007759        0.007759       84.186352           -5.81       39.31        1.56
    0.217350        0.007759        0.007759       84.546352           -5.45       39.31        1.56
    0.217400        0.007759        0.007759       84.906352           -5.09       39.31        1.56
    0.217450        0.007759        0.007759       85.266352           -4.73       39.31        1.56
    0.217500        0.007759        0.007759       85.626352           -4.37       39.31        1.56
    0.217550        0.007759        0.007759       85.986352           -4.01       39.31        1.56
    0.217600        0.007759        0.007759       86.346352           -3.65       39.31        1.56
    0.217650        0.007759        0.007759       86.706352           -3.29       39.31        1.56
    0.217700        0.007759        0.007759       87.066352           -2.93       39.31        1.56
    0.217750        0.007759        0.007759       87.426352           -2.57       39.31        1.56
    0.217800        0.007759        0.007759       87.786352           -2.21       39.31        1.56
    0.217850        0.007759        0.007759       88.146352           -1.85       39.31        1.56
    0.217900        0.007759        0.007759       88.506352           -1.49       39.31        1.56
    0.217950        0.007759        0.007759       88.866352           -1.13       39.31        1.56
    0.218000        0.007759        0.007759       89.226352           -0.77       39.31        1.56
    0.218050        0.007759        0.007759       89.586352           -0.41       39.31        1.56
    0.218100        0.007759        0.007759       89.946352           -0.05       39.31        1.56
    0.218150        0.007759        0.007759       90.306352            0.31       39.31        1.56
    0.218200        0.007759        0.007759       90.666352            0.67       39.31        1.56
    0.218250        0.007759        0.007759       91.026352            1.03       39.31        1.56
    0.218300        0.007759        0.007759       91.386352            1.39       39.31        1.56
    0.218350        0.007759        0.007759       91.746352            1.75       39.31        1.56
    0.218400        0.007759        0.007759       92.106352            2.11       39.31        1.56
    0.218450        0.007759        0.007759       92.466352            2.47       39.31        1.56
    0.218500        0.007759        0.007759       92.826352            2.83       39.31        1.56
    0.218550        0.007759        0.007759       93.186352            3.19       39.31        1.56
    0.218600        0.007759        0.007759       93.546352            3.55       39.31        1.56
    0.218650        0.007759        0.007759       93.906352            3.91       39.31        1.56
    0.218700        0.007759        0.007759       94.266352            4.27       39.31        1.56
    0.218750        0.007759        0.007759       94.626352            4.63       39.31        1.56
    0.218800        0.007759        0.007759       94.986352            4.99       39.31        1.56
    0.218850        0.007759        0.007759       95.346352            5.35       39.31        1.56
    0.218900        0.007759        0.007759       95.706352            5.71       39.31        1.56
    0.218950        0.007759        0.007759       96.066352            6.07       39.31        1.56
    0.219000        0.007759        0.007759       96.426352            6.43       39.31        1.56
    0.219050        0.007759        0.007759       96.786352            6.79       39.31        1.56
    0.219100        0.007759        0.007759       97.146352            7.15       39.31        1.56
    0.219150        0.007759        0.007759       97.506352            7.51       39.31        1.56
    0.219200        0.007759        0.007759       97.866352            7.87       39.31        1.56
    0.219250        0.007759        0.007759       98.226352            8.23       39.31        1.56
    0.219300        0.007759        0.007759       98.586352            8.59       39.31        1.56
    0.219350        0.007759        0.007759       98.946352            8.95       39.31        1.56
    0.219400        0.007759        0.007759       99.306352            9.31       39.31        1.56
    0.219450        0.007759        0.007759       99.666352            9.67       39.31        1.56
    0.219500        0.007759        0.007759      100.026352           10.03       39.31        1.56
    0.219550        0.007759        0.007759      100.386352           10.39       39.31        1.56
    0.219600        0.007759        0.007759      100.746352           10.75       39.31        1.56
    0.219650        0.007759        0.007759      101.106352           11.11       39.31        1.56
    0.219700        0.007759        0.007759      101.466352           11.47       39.31        1.56
    0.219750        0.007759        0.007759      101.826352           11.83       39.31        1.56
    0.219800        0.007759        0.007759      102.186352           12.19       39.31        1.56
    0.219850        0.007759        0.007759      102.546352           12.55       39.31        1.56
    0.219900        0.007759        0.007759      102.906352           12.91       39.31        1.56
    0.219950        0.007759        0.007759      103.266352           13.27       39.31        1.56
    0.220000        0.007759        0.007759      103.626352           13.63       39.31        1.56
    0.220050        0.007759        0.007759      103.986352           13.99       39.31        1.56
    0.220100        0.007759        0.007759      104.346352           14.35       39.31        1.56
    0.220150        0.007759        0.007759      104.706352           14.71       39.31        1.56
    0.220200        0.007759        0.007759      105.066352           15.07       39.31        1.56
    0.220250        0.007759        0.007759      105.426352           15.43       39.31        1.56
    0.220300        0.007759        0.007759      105.786352           15.79       39.31        1.56
    0.220350        0.007759        0.007759      106.146352           16.15       39.31        1.56
    0.220400        0.007759        0.007759      106.506352           16.51       39.31        1.56
